Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Control_S1_counts,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-72737,"Cap-dependent Translation Initiation",104,130,0.008317338451695458,7.265377305275878E-23,1.1849169896059024E-20,18,18,0.0012,-2.0,9606,Homo sapiens,"ENSG00000108107;ENSG00000142937;ENSG00000110700;ENSG00000114867;ENSG00000142541;ENSG00000105193;ENSG00000106682;ENSG00000147677;ENSG00000178982;ENSG00000138326;ENSG00000134001;ENSG00000115268;ENSG00000136942;ENSG00000151247;ENSG00000168028;ENSG00000144713;ENSG00000221983;ENSG00000108298;ENSG00000164587;ENSG00000122026;ENSG00000142534;ENSG00000104131;ENSG00000149273;ENSG00000198242;ENSG00000070785;ENSG00000131469;ENSG00000145191;ENSG00000130811;ENSG00000145592;ENSG00000115211;ENSG00000130255;ENSG00000229117;ENSG00000100129;ENSG00000156482;ENSG00000140988;ENSG00000063177;ENSG00000172809;ENSG00000105372;ENSG00000188846;ENSG00000158417;ENSG00000174444;ENSG00000083845;ENSG00000198755;ENSG00000111361;ENSG00000177954;ENSG00000071082;ENSG00000122406;ENSG00000089157;ENSG00000147403;ENSG00000100353;ENSG00000161016;ENSG00000105640;ENSG00000213741;ENSG00000177600;ENSG00000171863;ENSG00000163682;ENSG00000197728;ENSG00000171858;ENSG00000170889;ENSG00000100664;ENSG00000109475;ENSG00000167526;ENSG00000070756;ENSG00000125691;ENSG00000156976;ENSG00000197958;ENSG00000233927;ENSG00000149806;ENSG00000137154;ENSG00000125977;ENSG00000166441;ENSG00000231500;ENSG00000063046;ENSG00000143947;ENSG00000162244;ENSG00000175390;ENSG00000182899;ENSG00000134419;ENSG00000112306;ENSG00000104408;ENSG00000197756;ENSG00000174748;ENSG00000089009;ENSG00000106263;ENSG00000148303;ENSG00000130741;ENSG00000137818;ENSG00000149100;ENSG00000198034;ENSG00000118181;ENSG00000008988;ENSG00000173674;ENSG00000145425;ENSG00000170315;ENSG00000084623;ENSG00000147604;ENSG00000114391;ENSG00000185088;ENSG00000100316;ENSG00000119718;ENSG00000107581;ENSG00000142676","","R-HSA-72673;R-HSA-72672;R-HSA-72676;R-HSA-72647;R-HSA-72619;R-HSA-156808;R-HSA-72621;R-HSA-72622;R-HSA-72691;R-HSA-72722;R-HSA-72663;R-HSA-72631;R-HSA-72697;R-HSA-72635;R-HSA-157849;R-HSA-72669;R-HSA-72671;R-HSA-72670"
R-HSA-1799339,"SRP-dependent cotranslational protein targeting to membrane",97,119,0.007613563659628919,1.448654041972924E-22,2.1657377927495215E-20,5,5,3.333333333333333E-4,-2.0,9606,Homo sapiens,"ENSG00000108107;ENSG00000213741;ENSG00000114902;ENSG00000110700;ENSG00000106803;ENSG00000142937;ENSG00000140319;ENSG00000177600;ENSG00000171863;ENSG00000163682;ENSG00000142541;ENSG00000197728;ENSG00000171858;ENSG00000170889;ENSG00000167881;ENSG00000105193;ENSG00000109475;ENSG00000129128;ENSG00000167526;ENSG00000125691;ENSG00000067167;ENSG00000174780;ENSG00000138326;ENSG00000118363;ENSG00000114850;ENSG00000115268;ENSG00000136942;ENSG00000197958;ENSG00000168028;ENSG00000143742;ENSG00000149806;ENSG00000233927;ENSG00000144713;ENSG00000137154;ENSG00000166441;ENSG00000166562;ENSG00000221983;ENSG00000231500;ENSG00000143947;ENSG00000108298;ENSG00000162244;ENSG00000164587;ENSG00000122026;ENSG00000142534;ENSG00000149273;ENSG00000182899;ENSG00000182934;ENSG00000198242;ENSG00000131469;ENSG00000145592;ENSG00000134419;ENSG00000112306;ENSG00000197756;ENSG00000058262;ENSG00000130255;ENSG00000132432;ENSG00000229117;ENSG00000174748;ENSG00000089009;ENSG00000140988;ENSG00000063177;ENSG00000156482;ENSG00000172809;ENSG00000100883;ENSG00000105372;ENSG00000148303;ENSG00000188846;ENSG00000137818;ENSG00000163902;ENSG00000198034;ENSG00000118181;ENSG00000008988;ENSG00000174444;ENSG00000083845;ENSG00000244038;ENSG00000198755;ENSG00000177954;ENSG00000071082;ENSG00000170315;ENSG00000145425;ENSG00000147604;ENSG00000114391;ENSG00000100316;ENSG00000185088;ENSG00000118705;ENSG00000122406;ENSG00000180879;ENSG00000140612;ENSG00000089157;ENSG00000147403;ENSG00000124783;ENSG00000142676;ENSG00000161016;ENSG00000163479;ENSG00000105640","","R-HSA-1799326;R-HSA-1799330;R-HSA-1799329;R-HSA-1799335;R-HSA-1799332"
R-HSA-975956,"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",81,101,0.006461932181701855,3.1194086422461585E-22,4.304783926299699E-20,1,1,6.666666666666667E-5,-2.0,9606,Homo sapiens,"ENSG00000108107;ENSG00000213741;ENSG00000110700;ENSG00000114867;ENSG00000142937;ENSG00000136937;ENSG00000120705;ENSG00000177600;ENSG00000171863;ENSG00000163682;ENSG00000142541;ENSG00000197728;ENSG00000171858;ENSG00000170889;ENSG00000105193;ENSG00000109475;ENSG00000167526;ENSG00000070756;ENSG00000125691;ENSG00000138326;ENSG00000115268;ENSG00000136942;ENSG00000197958;ENSG00000168028;ENSG00000149806;ENSG00000233927;ENSG00000144713;ENSG00000137154;ENSG00000166441;ENSG00000221983;ENSG00000231500;ENSG00000143947;ENSG00000108298;ENSG00000162244;ENSG00000164587;ENSG00000122026;ENSG00000142534;ENSG00000149273;ENSG00000182899;ENSG00000198242;ENSG00000131469;ENSG00000145592;ENSG00000134419;ENSG00000112306;ENSG00000197756;ENSG00000005007;ENSG00000130255;ENSG00000229117;ENSG00000174748;ENSG00000089009;ENSG00000140988;ENSG00000063177;ENSG00000156482;ENSG00000172809;ENSG00000105372;ENSG00000148303;ENSG00000188846;ENSG00000137818;ENSG00000198034;ENSG00000118181;ENSG00000008988;ENSG00000174444;ENSG00000083845;ENSG00000198755;ENSG00000177954;ENSG00000071082;ENSG00000170315;ENSG00000145425;ENSG00000147604;ENSG00000114391;ENSG00000100316;ENSG00000185088;ENSG00000122406;ENSG00000089157;ENSG00000147403;ENSG00000142676;ENSG00000161016;ENSG00000103342;ENSG00000105640","","R-HSA-927789"
R-HSA-72766,"Translation",199,339,0.021689059500959694,1.1114455984109124E-20,1.4242381453922691E-18,86,99,0.0066,-2.0,9606,Homo sapiens,"ENSG00000175581;ENSG00000133706;ENSG00000110700;ENSG00000114867;ENSG00000142541;ENSG00000116120;ENSG00000106682;ENSG00000147677;ENSG00000178982;ENSG00000113407;ENSG00000134001;ENSG00000113643;ENSG00000115268;ENSG00000114850;ENSG00000151247;ENSG00000143742;ENSG00000168028;ENSG00000086504;ENSG00000144713;ENSG00000180817;ENSG00000108298;ENSG00000168827;ENSG00000164587;ENSG00000122026;ENSG00000142534;ENSG00000104131;ENSG00000149273;ENSG00000198242;ENSG00000106105;ENSG00000145592;ENSG00000058262;ENSG00000144029;ENSG00000100129;ENSG00000061794;ENSG00000156482;ENSG00000063177;ENSG00000140105;ENSG00000105372;ENSG00000085760;ENSG00000158417;ENSG00000134905;ENSG00000111361;ENSG00000136522;ENSG00000147403;ENSG00000100353;ENSG00000124783;ENSG00000213741;ENSG00000140319;ENSG00000114942;ENSG00000120705;ENSG00000197728;ENSG00000167881;ENSG00000154719;ENSG00000100664;ENSG00000109475;ENSG00000167526;ENSG00000070756;ENSG00000136628;ENSG00000214026;ENSG00000198015;ENSG00000134684;ENSG00000134440;ENSG00000197958;ENSG00000164022;ENSG00000149806;ENSG00000137154;ENSG00000125977;ENSG00000166441;ENSG00000166562;ENSG00000143947;ENSG00000167658;ENSG00000175390;ENSG00000182934;ENSG00000112306;ENSG00000134419;ENSG00000242485;ENSG00000132591;ENSG00000197756;ENSG00000196305;ENSG00000116221;ENSG00000174748;ENSG00000089009;ENSG00000143374;ENSG00000130741;ENSG00000137818;ENSG00000198034;ENSG00000155463;ENSG00000149100;ENSG00000118181;ENSG00000008988;ENSG00000173674;ENSG00000204568;ENSG00000145425;ENSG00000147604;ENSG00000185088;ENSG00000100316;ENSG00000114391;ENSG00000119718;ENSG00000180879;ENSG00000108107;ENSG00000111639;ENSG00000114902;ENSG00000142937;ENSG00000204394;ENSG00000105193;ENSG00000067167;ENSG00000174780;ENSG00000138326;ENSG00000136942;ENSG00000065427;ENSG00000174547;ENSG00000175756;ENSG00000135972;ENSG00000112031;ENSG00000164062;ENSG00000221983;ENSG00000132676;ENSG00000070785;ENSG00000131469;ENSG00000145191;ENSG00000130811;ENSG00000146282;ENSG00000138777;ENSG00000134056;ENSG00000115211;ENSG00000130255;ENSG00000132432;ENSG00000229117;ENSG00000140988;ENSG00000172809;ENSG00000100883;ENSG00000188846;ENSG00000082515;ENSG00000083845;ENSG00000174444;ENSG00000198755;ENSG00000173113;ENSG00000116898;ENSG00000067704;ENSG00000177954;ENSG00000071082;ENSG00000118705;ENSG00000122406;ENSG00000089157;ENSG00000140612;ENSG00000145982;ENSG00000161016;ENSG00000103342;ENSG00000105640;ENSG00000106803;ENSG00000156508;ENSG00000137547;ENSG00000177600;ENSG00000171863;ENSG00000163682;ENSG00000143314;ENSG00000171858;ENSG00000170889;ENSG00000125445;ENSG00000162910;ENSG00000129128;ENSG00000110619;ENSG00000179115;ENSG00000125691;ENSG00000048544;ENSG00000115866;ENSG00000118363;ENSG00000112110;ENSG00000156976;ENSG00000132300;ENSG00000233927;ENSG00000231500;ENSG00000063046;ENSG00000162244;ENSG00000182899;ENSG00000172172;ENSG00000178952;ENSG00000172053;ENSG00000104408;ENSG00000104529;ENSG00000114686;ENSG00000122033;ENSG00000106263;ENSG00000148303;ENSG00000163902;ENSG00000090861;ENSG00000197345;ENSG00000244038;ENSG00000170445;ENSG00000170315;ENSG00000084623;ENSG00000107581;ENSG00000166986;ENSG00000142676;ENSG00000031698;ENSG00000163479","","R-HSA-156930;R-HSA-1799326;R-HSA-5368279;R-HSA-156808;R-HSA-380042;R-HSA-72722;R-HSA-156823;R-HSA-380048;R-HSA-380176;R-HSA-449937;R-HSA-156826;R-HSA-157849;R-HSA-156832;R-HSA-72619;R-HSA-72621;R-HSA-380201;R-HSA-380203;R-HSA-5691512;R-HSA-5419261;R-HSA-72622;R-HSA-71732;R-HSA-72631;R-HSA-1799330;R-HSA-1799329;R-HSA-72635;R-HSA-1799335;R-HSA-1799332;R-HSA-5389842;R-HSA-379844;R-HSA-5419281;R-HSA-379974;R-HSA-380224;R-HSA-72647;R-HSA-5389845;R-HSA-379980;R-HSA-5389848;R-HSA-5389849;R-HSA-379982;R-HSA-379977;R-HSA-380233;R-HSA-379848;R-HSA-379861;R-HSA-5419264;R-HSA-380241;R-HSA-5419271;R-HSA-380240;R-HSA-72663;R-HSA-5419268;R-HSA-5419269;R-HSA-379996;R-HSA-5419273;R-HSA-72669;R-HSA-379865;R-HSA-379993;R-HSA-5419279;R-HSA-5389839;R-HSA-379864;R-HSA-379992;R-HSA-72671;R-HSA-379867;R-HSA-5419277;R-HSA-72670;R-HSA-379994;R-HSA-72673;R-HSA-72672;R-HSA-72676;R-HSA-141671;R-HSA-380002;R-HSA-156907;R-HSA-379887;R-HSA-141673;R-HSA-156910;R-HSA-6800138;R-HSA-380008;R-HSA-156908;R-HSA-156909;R-HSA-379893;R-HSA-156915;R-HSA-72691;R-HSA-156912;R-HSA-5389857;R-HSA-156913;R-HSA-72697;R-HSA-156923;R-HSA-141691;R-HSA-380158"
R-HSA-8868773,"rRNA processing in the nucleus and cytosol",132,207,0.013243761996161228,4.610448624440342E-20,5.512562556537599E-18,15,15,0.001,-2.0,9606,Homo sapiens,"ENSG00000108107;ENSG00000142937;ENSG00000110700;ENSG00000039123;ENSG00000083520;ENSG00000142541;ENSG00000007520;ENSG00000088930;ENSG00000105193;ENSG00000130826;ENSG00000065268;ENSG00000138326;ENSG00000115268;ENSG00000136942;ENSG00000001497;ENSG00000168028;ENSG00000144713;ENSG00000171824;ENSG00000221983;ENSG00000126749;ENSG00000108298;ENSG00000163811;ENSG00000086189;ENSG00000183520;ENSG00000164587;ENSG00000122026;ENSG00000142534;ENSG00000101782;ENSG00000149273;ENSG00000198242;ENSG00000131469;ENSG00000145592;ENSG00000163938;ENSG00000227057;ENSG00000130255;ENSG00000120699;ENSG00000141551;ENSG00000115053;ENSG00000229117;ENSG00000156482;ENSG00000140988;ENSG00000063177;ENSG00000172809;ENSG00000105372;ENSG00000188846;ENSG00000124383;ENSG00000134987;ENSG00000011260;ENSG00000111641;ENSG00000174444;ENSG00000083845;ENSG00000198755;ENSG00000173113;ENSG00000177954;ENSG00000071082;ENSG00000123737;ENSG00000055044;ENSG00000122406;ENSG00000130935;ENSG00000108592;ENSG00000089157;ENSG00000165732;ENSG00000147403;ENSG00000124541;ENSG00000161016;ENSG00000165733;ENSG00000124784;ENSG00000105640;ENSG00000213741;ENSG00000178896;ENSG00000119285;ENSG00000177600;ENSG00000171863;ENSG00000135521;ENSG00000163682;ENSG00000197728;ENSG00000171858;ENSG00000170889;ENSG00000100029;ENSG00000109475;ENSG00000164934;ENSG00000123384;ENSG00000167526;ENSG00000105671;ENSG00000148688;ENSG00000148843;ENSG00000125691;ENSG00000065183;ENSG00000241945;ENSG00000071462;ENSG00000197958;ENSG00000233927;ENSG00000149806;ENSG00000137154;ENSG00000135372;ENSG00000166441;ENSG00000231500;ENSG00000143947;ENSG00000189306;ENSG00000162244;ENSG00000108651;ENSG00000182117;ENSG00000182899;ENSG00000111615;ENSG00000136718;ENSG00000134419;ENSG00000112306;ENSG00000197756;ENSG00000141076;ENSG00000174748;ENSG00000117395;ENSG00000089009;ENSG00000183751;ENSG00000148303;ENSG00000101361;ENSG00000137818;ENSG00000105202;ENSG00000198034;ENSG00000118181;ENSG00000066654;ENSG00000008988;ENSG00000115368;ENSG00000141101;ENSG00000145425;ENSG00000170315;ENSG00000147604;ENSG00000114391;ENSG00000185088;ENSG00000100316;ENSG00000142676","","R-HSA-6790982;R-HSA-6790944;R-HSA-8868783;R-HSA-6790987;R-HSA-6791223;R-HSA-6791222;R-HSA-6791221;R-HSA-6791219;R-HSA-6791218;R-HSA-6790994;R-HSA-6791228;R-HSA-6791227;R-HSA-6790907;R-HSA-6790906;R-HSA-6790905"
R-HSA-72312,"rRNA processing",135,245,0.015674984005118364,4.916443751650032E-20,5.512562556537599E-18,17,21,0.0014,-2.0,9606,Homo sapiens,"ENSG00000108107;ENSG00000142937;ENSG00000110700;ENSG00000039123;ENSG00000083520;ENSG00000142541;ENSG00000007520;ENSG00000088930;ENSG00000105193;ENSG00000130826;ENSG00000065268;ENSG00000138326;ENSG00000115268;ENSG00000136942;ENSG00000001497;ENSG00000168028;ENSG00000144713;ENSG00000171824;ENSG00000221983;ENSG00000126749;ENSG00000108298;ENSG00000163811;ENSG00000086189;ENSG00000183520;ENSG00000164587;ENSG00000122026;ENSG00000142534;ENSG00000101782;ENSG00000072506;ENSG00000149273;ENSG00000198242;ENSG00000131469;ENSG00000145592;ENSG00000163938;ENSG00000227057;ENSG00000130255;ENSG00000120699;ENSG00000141551;ENSG00000115053;ENSG00000229117;ENSG00000156482;ENSG00000140988;ENSG00000063177;ENSG00000172809;ENSG00000105372;ENSG00000188846;ENSG00000124383;ENSG00000134987;ENSG00000122085;ENSG00000011260;ENSG00000111641;ENSG00000174444;ENSG00000083845;ENSG00000198755;ENSG00000173113;ENSG00000177954;ENSG00000071082;ENSG00000123737;ENSG00000055044;ENSG00000122406;ENSG00000130935;ENSG00000108592;ENSG00000089157;ENSG00000165732;ENSG00000147403;ENSG00000124541;ENSG00000161016;ENSG00000165733;ENSG00000124784;ENSG00000105640;ENSG00000213741;ENSG00000178896;ENSG00000119285;ENSG00000177600;ENSG00000171863;ENSG00000135521;ENSG00000163682;ENSG00000197728;ENSG00000171858;ENSG00000170889;ENSG00000100029;ENSG00000109475;ENSG00000164934;ENSG00000123384;ENSG00000167526;ENSG00000105671;ENSG00000148688;ENSG00000148843;ENSG00000125691;ENSG00000065183;ENSG00000241945;ENSG00000071462;ENSG00000006744;ENSG00000197958;ENSG00000233927;ENSG00000149806;ENSG00000137154;ENSG00000135372;ENSG00000166441;ENSG00000231500;ENSG00000143947;ENSG00000189306;ENSG00000162244;ENSG00000108651;ENSG00000182117;ENSG00000182899;ENSG00000111615;ENSG00000136718;ENSG00000134419;ENSG00000112306;ENSG00000197756;ENSG00000141076;ENSG00000174748;ENSG00000117395;ENSG00000089009;ENSG00000183751;ENSG00000148303;ENSG00000101361;ENSG00000137818;ENSG00000105202;ENSG00000198034;ENSG00000118181;ENSG00000066654;ENSG00000008988;ENSG00000115368;ENSG00000141101;ENSG00000145425;ENSG00000170315;ENSG00000147604;ENSG00000114391;ENSG00000185088;ENSG00000100316;ENSG00000142676","","R-HSA-6790982;R-HSA-6793057;R-HSA-6790944;R-HSA-8868783;R-HSA-6790987;R-HSA-6791223;R-HSA-6791222;R-HSA-6791221;R-HSA-6791219;R-HSA-6791218;R-HSA-6790994;R-HSA-6791228;R-HSA-6791227;R-HSA-6790907;R-HSA-6790906;R-HSA-6785722;R-HSA-6790905"
R-HSA-6791226,"Major pathway of rRNA processing in the nucleolus and cytosol",124,189,0.012092130518234165,5.651336761333061E-20,5.963822441077359E-18,7,7,4.6666666666666666E-4,-2.0,9606,Homo sapiens,"ENSG00000108107;ENSG00000142937;ENSG00000110700;ENSG00000039123;ENSG00000083520;ENSG00000142541;ENSG00000088930;ENSG00000105193;ENSG00000065268;ENSG00000138326;ENSG00000115268;ENSG00000136942;ENSG00000001497;ENSG00000168028;ENSG00000144713;ENSG00000171824;ENSG00000221983;ENSG00000126749;ENSG00000108298;ENSG00000163811;ENSG00000183520;ENSG00000164587;ENSG00000122026;ENSG00000142534;ENSG00000101782;ENSG00000149273;ENSG00000198242;ENSG00000131469;ENSG00000145592;ENSG00000163938;ENSG00000227057;ENSG00000130255;ENSG00000120699;ENSG00000141551;ENSG00000115053;ENSG00000229117;ENSG00000156482;ENSG00000140988;ENSG00000063177;ENSG00000172809;ENSG00000105372;ENSG00000188846;ENSG00000124383;ENSG00000134987;ENSG00000011260;ENSG00000174444;ENSG00000083845;ENSG00000198755;ENSG00000177954;ENSG00000071082;ENSG00000123737;ENSG00000055044;ENSG00000122406;ENSG00000130935;ENSG00000108592;ENSG00000089157;ENSG00000165732;ENSG00000147403;ENSG00000124541;ENSG00000161016;ENSG00000165733;ENSG00000124784;ENSG00000105640;ENSG00000213741;ENSG00000178896;ENSG00000119285;ENSG00000177600;ENSG00000171863;ENSG00000135521;ENSG00000163682;ENSG00000197728;ENSG00000171858;ENSG00000170889;ENSG00000100029;ENSG00000109475;ENSG00000164934;ENSG00000123384;ENSG00000167526;ENSG00000105671;ENSG00000148688;ENSG00000148843;ENSG00000125691;ENSG00000065183;ENSG00000241945;ENSG00000071462;ENSG00000197958;ENSG00000233927;ENSG00000149806;ENSG00000137154;ENSG00000166441;ENSG00000231500;ENSG00000143947;ENSG00000189306;ENSG00000162244;ENSG00000108651;ENSG00000182899;ENSG00000111615;ENSG00000136718;ENSG00000134419;ENSG00000112306;ENSG00000197756;ENSG00000141076;ENSG00000174748;ENSG00000117395;ENSG00000089009;ENSG00000183751;ENSG00000148303;ENSG00000101361;ENSG00000137818;ENSG00000105202;ENSG00000198034;ENSG00000118181;ENSG00000008988;ENSG00000115368;ENSG00000141101;ENSG00000145425;ENSG00000170315;ENSG00000147604;ENSG00000114391;ENSG00000185088;ENSG00000100316;ENSG00000142676","","R-HSA-6791223;R-HSA-6791222;R-HSA-6791221;R-HSA-6791219;R-HSA-6791218;R-HSA-6791228;R-HSA-6791227"
R-HSA-9010553,"Regulation of expression of SLITs and ROBOs",130,183,0.011708253358925143,8.719386364376478E-19,8.69032174316189E-17,8,20,0.0013333333333333333,-2.0,9606,Homo sapiens,"ENSG00000108107;ENSG00000108349;ENSG00000142937;ENSG00000110700;ENSG00000114867;ENSG00000136937;ENSG00000159377;ENSG00000169062;ENSG00000111196;ENSG00000136930;ENSG00000142541;ENSG00000105193;ENSG00000108344;ENSG00000126067;ENSG00000173692;ENSG00000138326;ENSG00000204264;ENSG00000115268;ENSG00000136942;ENSG00000168028;ENSG00000198728;ENSG00000143106;ENSG00000125818;ENSG00000144713;ENSG00000221983;ENSG00000108298;ENSG00000164587;ENSG00000122026;ENSG00000142534;ENSG00000149273;ENSG00000131467;ENSG00000198242;ENSG00000131469;ENSG00000154582;ENSG00000145592;ENSG00000205220;ENSG00000130255;ENSG00000229117;ENSG00000159352;ENSG00000156482;ENSG00000140988;ENSG00000063177;ENSG00000127922;ENSG00000013275;ENSG00000100764;ENSG00000172809;ENSG00000105372;ENSG00000188846;ENSG00000151461;ENSG00000125351;ENSG00000142507;ENSG00000174444;ENSG00000083845;ENSG00000198755;ENSG00000068878;ENSG00000177954;ENSG00000071082;ENSG00000100519;ENSG00000100911;ENSG00000118705;ENSG00000122406;ENSG00000089157;ENSG00000147403;ENSG00000141543;ENSG00000161016;ENSG00000103342;ENSG00000105640;ENSG00000185627;ENSG00000213741;ENSG00000120705;ENSG00000177600;ENSG00000171863;ENSG00000115233;ENSG00000099341;ENSG00000008018;ENSG00000163682;ENSG00000197728;ENSG00000171858;ENSG00000170889;ENSG00000109475;ENSG00000100387;ENSG00000167526;ENSG00000070756;ENSG00000197170;ENSG00000103363;ENSG00000087191;ENSG00000125691;ENSG00000101182;ENSG00000041357;ENSG00000150991;ENSG00000197958;ENSG00000233927;ENSG00000149806;ENSG00000137154;ENSG00000166441;ENSG00000231500;ENSG00000108094;ENSG00000143947;ENSG00000162244;ENSG00000182899;ENSG00000092010;ENSG00000165916;ENSG00000175166;ENSG00000134419;ENSG00000112306;ENSG00000077254;ENSG00000197756;ENSG00000240065;ENSG00000174748;ENSG00000089009;ENSG00000100567;ENSG00000148303;ENSG00000103035;ENSG00000137818;ENSG00000198034;ENSG00000163902;ENSG00000118181;ENSG00000008988;ENSG00000145425;ENSG00000170315;ENSG00000147604;ENSG00000114391;ENSG00000185088;ENSG00000100316;ENSG00000108671;ENSG00000163636;ENSG00000161057;ENSG00000205937;ENSG00000142676","","R-HSA-9011289;R-HSA-9010539;R-HSA-9010541;R-HSA-9014652;R-HSA-9011313;R-HSA-8986083;R-HSA-9014610;R-HSA-9011300"
R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",47,54,0.00345489443378119,1.669060436416153E-17,1.575944433121357E-15,3,3,2.0E-4,-2.0,9606,Homo sapiens,"ENSG00000149273;ENSG00000213741;ENSG00000130811;ENSG00000110700;ENSG00000142937;ENSG00000134419;ENSG00000112306;ENSG00000104408;ENSG00000171863;ENSG00000197728;ENSG00000171858;ENSG00000170889;ENSG00000100129;ENSG00000140988;ENSG00000105193;ENSG00000106263;ENSG00000105372;ENSG00000147677;ENSG00000178982;ENSG00000130741;ENSG00000149100;ENSG00000198034;ENSG00000118181;ENSG00000138326;ENSG00000134001;ENSG00000008988;ENSG00000083845;ENSG00000173674;ENSG00000115268;ENSG00000177954;ENSG00000168028;ENSG00000149806;ENSG00000233927;ENSG00000145425;ENSG00000084623;ENSG00000185088;ENSG00000137154;ENSG00000125977;ENSG00000231500;ENSG00000143947;ENSG00000107581;ENSG00000164587;ENSG00000100353;ENSG00000175390;ENSG00000104131;ENSG00000142534","","R-HSA-72691;R-HSA-72663;R-HSA-72669"
R-HSA-927802,"Nonsense-Mediated Decay (NMD)",94,124,0.007933461292386436,2.3320128310158E-17,1.9922052470677837E-15,6,6,4.0E-4,-2.0,9606,Homo sapiens,"ENSG00000108107;ENSG00000108349;ENSG00000213741;ENSG00000110700;ENSG00000114867;ENSG00000142937;ENSG00000136937;ENSG00000120705;ENSG00000169062;ENSG00000177600;ENSG00000171863;ENSG00000113575;ENSG00000111196;ENSG00000163682;ENSG00000142541;ENSG00000197728;ENSG00000171858;ENSG00000170889;ENSG00000105193;ENSG00000109475;ENSG00000167526;ENSG00000070756;ENSG00000125691;ENSG00000138326;ENSG00000115268;ENSG00000136942;ENSG00000157106;ENSG00000197958;ENSG00000168028;ENSG00000149806;ENSG00000233927;ENSG00000144713;ENSG00000137154;ENSG00000166441;ENSG00000221983;ENSG00000231500;ENSG00000143947;ENSG00000108298;ENSG00000162244;ENSG00000164587;ENSG00000122026;ENSG00000142534;ENSG00000149273;ENSG00000182899;ENSG00000198242;ENSG00000131469;ENSG00000145592;ENSG00000134419;ENSG00000112306;ENSG00000197756;ENSG00000005007;ENSG00000130255;ENSG00000229117;ENSG00000174748;ENSG00000089009;ENSG00000140988;ENSG00000063177;ENSG00000156482;ENSG00000172809;ENSG00000105372;ENSG00000148303;ENSG00000188846;ENSG00000151461;ENSG00000137818;ENSG00000125351;ENSG00000198034;ENSG00000105568;ENSG00000118181;ENSG00000198952;ENSG00000008988;ENSG00000174444;ENSG00000083845;ENSG00000198755;ENSG00000116698;ENSG00000177954;ENSG00000071082;ENSG00000170315;ENSG00000145425;ENSG00000147604;ENSG00000114391;ENSG00000100316;ENSG00000185088;ENSG00000122406;ENSG00000089157;ENSG00000205937;ENSG00000147403;ENSG00000141543;ENSG00000142676;ENSG00000161016;ENSG00000103342;ENSG00000105640","","R-HSA-927836;R-HSA-927789;R-HSA-927832;R-HSA-927830;R-HSA-927813;R-HSA-927889"
R-HSA-975957,"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",94,124,0.007933461292386436,2.3320128310158E-17,1.9922052470677837E-15,5,5,3.333333333333333E-4,-2.0,9606,Homo sapiens,"ENSG00000108107;ENSG00000108349;ENSG00000213741;ENSG00000110700;ENSG00000114867;ENSG00000142937;ENSG00000136937;ENSG00000120705;ENSG00000169062;ENSG00000177600;ENSG00000171863;ENSG00000113575;ENSG00000111196;ENSG00000163682;ENSG00000142541;ENSG00000197728;ENSG00000171858;ENSG00000170889;ENSG00000105193;ENSG00000109475;ENSG00000167526;ENSG00000070756;ENSG00000125691;ENSG00000138326;ENSG00000115268;ENSG00000136942;ENSG00000157106;ENSG00000197958;ENSG00000168028;ENSG00000149806;ENSG00000233927;ENSG00000144713;ENSG00000137154;ENSG00000166441;ENSG00000221983;ENSG00000231500;ENSG00000143947;ENSG00000108298;ENSG00000162244;ENSG00000164587;ENSG00000122026;ENSG00000142534;ENSG00000149273;ENSG00000182899;ENSG00000198242;ENSG00000131469;ENSG00000145592;ENSG00000134419;ENSG00000112306;ENSG00000197756;ENSG00000005007;ENSG00000130255;ENSG00000229117;ENSG00000174748;ENSG00000089009;ENSG00000140988;ENSG00000063177;ENSG00000156482;ENSG00000172809;ENSG00000105372;ENSG00000148303;ENSG00000188846;ENSG00000151461;ENSG00000137818;ENSG00000125351;ENSG00000198034;ENSG00000105568;ENSG00000118181;ENSG00000198952;ENSG00000008988;ENSG00000174444;ENSG00000083845;ENSG00000198755;ENSG00000116698;ENSG00000177954;ENSG00000071082;ENSG00000170315;ENSG00000145425;ENSG00000147604;ENSG00000114391;ENSG00000100316;ENSG00000185088;ENSG00000122406;ENSG00000089157;ENSG00000205937;ENSG00000147403;ENSG00000141543;ENSG00000142676;ENSG00000161016;ENSG00000103342;ENSG00000105640","","R-HSA-927836;R-HSA-927832;R-HSA-927830;R-HSA-927813;R-HSA-927889"
